"Id";"Region";"ActivityDate";"TotalSteps";"TotalDistance_Kms";"DailyCalories";"ExtraCalories";"SedentaryMinutes";"LightlyActiveMinutes";"FairlyActiveMinutes";"VeryActiveMinutes";"SedentaryActiveDistance_Kms";"LightActiveDistance_Kms";"ModeratelyActiveDistance_Kms";"VeryActiveDistance_Kms";"TotalMinutesAsleep";"WeightKg";"BMI"
8378563200;"South";"2016-04-20";9388;7.44;3787;3787;763;169;8;82;0.0;4.78;0.44;2.23;0;0;0
8378563200;"North";"2016-04-21";15148;12.01;4236;4236;677;145;16;137;0.0;4.29;0.82;6.9;0;0;0
8378563200;"East";"2016-04-22";12200;9.67;4044;4044;769;159;12;113;0.0;4.18;0.59;4.91;0;0;0
8378563200;"West";"2016-04-23";5709;4.53;2908;2908;740;136;10;19;0.0;2.48;0.52;1.52;0;0;0
8378563200;"South";"2016-04-24";3703;2.94;2741;2741;734;135;0;0;0.0;2.94;0.0;0.0;0;0;0
8378563200;"North";"2016-04-25";12405;9.84;4005;4005;692;141;16;117;0.0;3.92;0.87;5.05;0;0;0
8378563200;"East";"2016-04-26";16208;12.85;3763;3763;593;161;18;90;0.0;4.42;0.92;7.51;0;0;0
8378563200;"North";"2016-04-27";7359;5.84;3061;3061;676;192;4;4;0.0;5.33;0.18;0.33;0;0;0
8378563200;"East";"2016-04-28";5417;4.3;2884;2884;711;139;10;11;0.0;2.91;0.49;0.9;0;0;0
8378563200;"West";"2016-04-29";6175;4.9;2982;2982;767;172;7;3;0.0;4.27;0.36;0.25;0;0;0
8378563200;"South";"2016-04-30";2946;2.34;2660;2660;780;121;0;0;0.0;2.34;0.0;0.0;0;0;0
8378563200;"West";"2016-01-05";11419;9.06;3369;3369;669;127;10;71;0.0;2.47;0.56;6.03;0;0;0
8378563200;"West";"2016-02-05";6064;4.81;3491;3491;802;142;4;63;0.0;4.01;0.17;0.63;0;0;0
8378563200;"South";"2016-03-05";8712;6.91;3784;3784;822;195;20;71;0.0;4.5;1.06;1.34;0;0;0
8378563200;"North";"2016-04-05";7875;6.24;3110;3110;680;167;10;19;0.0;4.2;0.49;1.56;0;0;0
8378563200;"East";"2016-05-05";8567;6.79;3783;3783;764;214;3;66;0.0;5.74;0.16;0.89;0;0;0
8378563200;"West";"2016-06-05";7045;5.59;3644;3644;831;166;5;74;0.0;3.78;0.25;1.55;0;0;0
8378563200;"West";"2016-07-05";4468;3.54;2799;2799;851;158;0;0;0.0;3.54;0.0;0.0;0;0;0
8378563200;"South";"2016-08-05";2943;2.33;2685;2685;621;139;0;0;0.0;2.33;0.0;0.0;0;0;0
8378563200;"North";"2016-09-05";8382;6.65;3721;3721;772;171;13;71;0.0;4.72;0.66;1.27;0;0;0
8378563200;"East";"2016-10-05";6582;5.22;3586;3586;840;152;13;63;0.0;3.92;0.64;0.66;0;0;0
8378563200;"West";"2016-11-05";9143;7.25;3788;3788;763;184;10;72;0.0;5.27;0.59;1.39;0;0;0
8378563200;"West";"2016-12-05";4561;3.62;1976;1976;433;102;6;8;0.0;2.69;0.27;0.65;0;0;0
8583815059;"South";"2016-12-04";5014;3.91;2650;2650;1237;196;7;0;0.0;3.58;0.33;0.0;0;0;0
8583815059;"South";"2016-04-13";5571;4.35;2654;2654;1252;163;23;2;0.0;3.23;0.97;0.15;0;0;0
8583815059;"North";"2016-04-14";3135;2.45;2443;2443;1306;134;0;0;0.0;2.43;0.0;0.0;0;0;0
8583815059;"East";"2016-04-15";3430;2.68;2505;2505;1375;65;0;0;0.0;0.9;0.0;0.0;0;0;0
8583815059;"West";"2016-04-16";5319;4.15;2693;2693;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8583815059;"East";"2016-04-17";3008;2.35;2439;2439;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8583815059;"West";"2016-04-18";3864;3.01;2536;2536;1309;105;22;4;0.0;1.35;1.06;0.31;0;0;0
8583815059;"South";"2016-04-19";5697;4.44;2668;2668;1257;166;10;7;0.0;3.44;0.48;0.53;0;0;0
8583815059;"South";"2016-04-20";5273;4.11;2647;2647;1246;167;27;0;0.0;3.07;1.04;0.0;0;0;0
8583815059;"North";"2016-04-21";8538;6.66;2883;2883;1229;158;18;35;0.0;3.01;1.02;2.63;0;0;0
8583815059;"East";"2016-04-22";8687;6.78;2944;2944;1170;212;54;4;0.0;4.08;2.41;0.29;0;0;0
8583815059;"West";"2016-04-23";9423;7.35;3012;3012;1151;238;44;7;0.0;4.75;2.03;0.53;0;0;0
8583815059;"South";"2016-04-24";8286;6.46;2889;2889;1188;206;44;2;0.0;4.27;2.05;0.15;0;0;0
8583815059;"North";"2016-04-25";4503;3.51;2547;2547;1294;122;6;18;0.0;1.81;0.24;1.47;0;0;0
8583815059;"East";"2016-04-26";10499;8.19;3093;3093;1134;214;91;1;0.0;3.89;4.22;0.07;0;0;0
8583815059;"North";"2016-04-27";12474;9.73;3142;3142;1229;129;5;77;0.0;2.87;0.27;6.6;0;0;0
8583815059;"West";"2016-04-28";6174;4.82;2757;2757;1209;203;28;0;0.0;3.61;1.2;0.0;0;0;0
8583815059;"South";"2016-04-29";15168;11.83;3513;3513;1069;258;67;46;0.0;4.92;3.0;3.9;0;0;0
8583815059;"North";"2016-04-30";10085;7.87;3164;3164;1093;317;28;2;0.0;6.43;1.28;0.15;0;0;0
8583815059;"East";"2016-01-05";4512;3.52;2596;2596;1311;117;2;10;0.0;2.04;0.12;0.78;0;0;0
8583815059;"East";"2016-02-05";8469;6.61;2894;2894;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8583815059;"West";"2016-03-05";12015;9.37;3212;3212;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8583815059;"North";"2016-04-05";3588;2.8;2516;2516;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8583815059;"East";"2016-05-05";12427;9.69;3266;3266;1370;70;0;0;0.0;1.18;0.0;0.0;0;0;0
8583815059;"West";"2016-06-05";5843;4.56;2683;2683;1250;166;22;2;0.0;3.23;1.19;0.14;0;0;0
8583815059;"South";"2016-07-05";6117;4.77;2810;2810;1190;250;0;0;0.0;4.77;0.0;0.0;0;0;0
8583815059;"South";"2016-08-05";9217;7.19;2940;2940;1183;182;72;3;0.0;3.66;3.31;0.22;0;0;0
8583815059;"North";"2016-09-05";9877;7.7;2947;2947;1260;110;4;66;0.0;1.73;0.17;5.76;0;0;0
8583815059;"East";"2016-10-05";8240;6.43;2846;2846;1226;162;43;9;0.0;3.72;2.01;0.69;0;0;0
8583815059;"West";"2016-11-05";8701;6.79;2804;2804;1106;177;71;5;0.0;3.17;3.24;0.37;0;0;0
8583815059;"South";"2016-12-05";0;0.0;0;0;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"North";"2016-12-04";2564;1.64;2044;2044;831;116;0;0;0.0;1.64;0.0;0.0;0;0;0
8792009665;"East";"2016-04-13";1320;0.84;1934;1934;806;82;0;0;0.0;0.84;0.0;0.0;0;0;0
8792009665;"North";"2016-04-14";1219;0.78;1963;1963;853;84;0;0;0.0;0.78;0.0;0.0;0;0;0
8792009665;"East";"2016-04-15";2483;1.59;2009;2009;937;126;0;0;0.0;1.59;0.0;0.0;0;0;0
8792009665;"West";"2016-04-16";244;0.16;1721;1721;1428;12;0;0;0.0;0.16;0.0;0.0;0;0;0
8792009665;"South";"2016-04-17";0;0.0;1688;1688;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"West";"2016-04-18";0;0.0;1688;1688;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"West";"2016-04-19";0;0.0;1688;1688;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"South";"2016-04-20";3147;2.01;2188;2188;744;139;10;0;0.0;1.74;0.28;0.0;0;0;0
8792009665;"North";"2016-04-21";144;0.09;1720;1720;1431;9;0;0;0.0;0.09;0.0;0.0;0;0;0
8792009665;"East";"2016-04-22";4068;2.6;2419;2419;817;195;20;1;0.0;2.27;0.28;0.05;0;0;0
8792009665;"West";"2016-04-23";5245;3.36;2748;2748;795;232;45;8;0.0;2.75;0.44;0.16;0;0;0
8792009665;"West";"2016-04-24";400;0.26;1799;1799;1410;19;8;3;0.0;0.16;0.05;0.04;0;0;0
8792009665;"South";"2016-04-25";0;0.0;1688;1688;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"North";"2016-04-26";1321;0.85;1928;1928;1360;80;0;0;0.0;0.85;0.0;0.0;0;0;0
8792009665;"East";"2016-04-27";1758;1.13;2067;2067;900;112;0;0;0.0;1.13;0.0;0.0;0;0;0
8792009665;"West";"2016-04-28";6157;3.94;2780;2780;714;310;0;0;0.0;3.94;0.0;0.0;0;0;0
8792009665;"West";"2016-04-29";8360;5.35;3101;3101;634;380;14;6;0.0;4.93;0.28;0.14;0;0;0
8792009665;"South";"2016-04-30";7174;4.59;2896;2896;749;301;20;10;0.0;3.91;0.36;0.33;0;0;0
8792009665;"South";"2016-01-05";1619;1.04;1962;1962;834;79;0;0;0.0;1.04;0.0;0.0;0;0;0
8792009665;"North";"2016-02-05";1831;1.17;2015;2015;916;101;0;0;0.0;1.17;0.0;0.0;0;0;0
8792009665;"East";"2016-03-05";2421;1.55;2297;2297;739;156;0;0;0.0;1.55;0.0;0.0;0;0;0
8792009665;"West";"2016-04-05";2283;1.46;2067;2067;848;129;0;0;0.0;1.46;0.0;0.0;0;0;0
8792009665;"East";"2016-05-05";0;0.0;1688;1688;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"West";"2016-06-05";0;0.0;1688;1688;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"South";"2016-07-05";0;0.0;1688;1688;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"South";"2016-08-05";0;0.0;1688;1688;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"North";"2016-09-05";0;0.0;1688;1688;1440;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8792009665;"East";"2016-10-05";0;0.0;57;57;48;0;0;0;0.0;0.0;0.0;0.0;0;0;0
8877689391;"West";"2016-12-04";23186;20.4;3921;3921;1036;312;7;85;0.0;7.82;0.34;12.22;0;0;0
8877689391;"South";"2016-04-13";15337;9.58;3566;3566;1098;216;18;108;0.0;5.64;0.38;3.55;0;0;0
8877689391;"North";"2016-04-14";21129;18.98;3793;3793;1061;298;13;68;0.02;7.75;0.59;10.55;0;0;0
8877689391;"East";"2016-04-15";13422;7.17;3934;3934;1052;281;1;106;0.01;7.01;0.05;0.05;0;0;0
8877689391;"North";"2016-04-16";29326;25.29;4547;4547;888;429;29;94;0.0;10.71;1.21;13.24;0;0;0
8877689391;"West";"2016-04-17";15118;8.87;3545;3545;1060;307;15;58;0.0;8.79;0.07;0.0;0;0;0
8877689391;"South";"2016-04-18";11423;8.67;2761;2761;1215;191;5;29;0.0;5.94;0.27;2.44;0;0;0
8877689391;"North";"2016-04-19";18785;17.4;3676;3676;1131;214;13;82;0.0;5.03;0.18;12.15;0;0;0
8877689391;"East";"2016-04-20";19948;18.11;3679;3679;1123;225;19;73;0.0;6.34;0.69;11.02;0;0;0
8877689391;"East";"2016-04-21";19377;17.62;3659;3659;1119;226;13;82;0.0;4.89;0.42;12.29;0;0;0
8877689391;"West";"2016-04-22";18258;16.31;3427;3427;1141;236;2;61;0.05;5.97;0.03;10.23;0;0;0
8877689391;"North";"2016-04-23";11200;7.43;3891;3891;1032;300;6;102;0.01;7.4;0.0;0.0;0;0;0
8877689391;"East";"2016-04-24";16674;15.74;3455;3455;1148;227;1;64;0.0;4.69;0.01;11.01;0;0;0
8877689391;"West";"2016-04-25";12986;8.74;3802;3802;1101;218;8;113;0.01;6.27;0.07;2.37;0;0;0
8877689391;"South";"2016-04-26";11101;8.43;2860;2860;1157;258;3;22;0.0;6.5;0.13;1.76;0;0;0
8877689391;"South";"2016-04-27";23629;20.65;3808;3808;1104;235;8;93;0.0;7.1;0.44;13.07;0;0;0
8877689391;"North";"2016-04-28";14890;11.3;3060;3060;1143;231;8;58;0.0;5.97;0.38;4.93;0;0;0
8877689391;"East";"2016-04-29";9733;7.39;2698;2698;1207;210;5;18;0.0;5.79;0.17;1.38;0;0;0
8877689391;"West";"2016-04-30";27745;26.72;4398;4398;1089;223;4;124;0.0;4.93;0.08;21.66;0;0;0
8877689391;"South";"2016-01-05";10930;8.32;2786;2786;1226;166;12;36;0.0;4.57;0.57;3.13;0;0;0
8877689391;"North";"2016-02-05";4790;3.64;2189;2189;1335;105;0;0;0.0;3.56;0.0;0.0;0;0;0
8877689391;"East";"2016-03-05";10818;8.21;2817;2817;1189;229;3;19;0.01;6.67;0.1;1.39;0;0;0
8877689391;"North";"2016-04-05";18193;16.3;3477;3477;1154;212;8;66;0.0;5.53;0.31;10.42;0;0;0
8877689391;"East";"2016-05-05";14055;10.67;3052;3052;1170;188;15;67;0.0;4.37;0.82;5.46;0;0;0
8877689391;"West";"2016-06-05";21727;19.34;4015;4015;1095;232;17;96;0.0;6.16;0.29;12.79;0;0;0
8877689391;"South";"2016-07-05";12332;8.13;4142;4142;1036;271;28;105;0.0;6.99;0.96;0.08;0;0;0
8877689391;"West";"2016-08-05";10686;8.11;2847;2847;1174;245;4;17;0.0;6.8;0.2;1.08;0;0;0
8877689391;"West";"2016-09-05";20226;18.25;3710;3710;1131;217;19;73;0.05;6.24;0.8;11.1;0;0;0
8877689391;"South";"2016-10-05";10733;8.15;2832;2832;1187;224;11;18;0.0;6.28;0.46;1.35;0;0;0
8877689391;"North";"2016-11-05";21420;19.56;3832;3832;1127;213;12;88;0.0;5.89;0.41;13.22;0;0;0
8877689391;"East";"2016-12-05";8064;6.12;1849;1849;770;137;1;23;0.0;4.25;0.04;1.82;0;0;0
