"Id";"Region";"ActivityHour";"StepTotal";"Calories";"TotalIntensity";"AverageIntensity"
4319703577;"West";"2016-08-05 12:00:00";626;110;0;0
4319703577;"West";"2016-08-05 13:00:00";702;117;0;0
4319703577;"West";"2016-08-05 14:00:00";952;132;0;0
4319703577;"West";"2016-08-05 15:00:00";461;115;0;0
4319703577;"West";"2016-08-05 16:00:00";48;66;0;0
4319703577;"West";"2016-08-05 17:00:00";0;61;0;0
4319703577;"West";"2016-08-05 18:00:00";0;61;0;0
4319703577;"West";"2016-08-05 19:00:00";0;61;0;0
4319703577;"West";"2016-08-05 20:00:00";224;80;0;0
4319703577;"West";"2016-08-05 21:00:00";46;66;0;0
4319703577;"West";"2016-08-05 22:00:00";282;88;0;0
4319703577;"West";"2016-08-05 23:00:00";0;61;0;0
4319703577;"South";"2016-09-05 00:00:00";16;64;0;0
4319703577;"South";"2016-09-05 01:00:00";17;64;0;0
4319703577;"South";"2016-09-05 02:00:00";0;61;0;0
4319703577;"South";"2016-09-05 03:00:00";16;64;0;0
4319703577;"South";"2016-09-05 04:00:00";22;64;0;0
4319703577;"South";"2016-09-05 05:00:00";0;61;0;0
4319703577;"South";"2016-09-05 06:00:00";8;62;0;0
4319703577;"South";"2016-09-05 07:00:00";0;61;0;0
4319703577;"South";"2016-09-05 08:00:00";195;84;0;0
4319703577;"South";"2016-09-05 09:00:00";70;69;0;0
4319703577;"South";"2016-09-05 10:00:00";1720;186;0;0
4319703577;"South";"2016-09-05 11:00:00";842;136;0;0
4319703577;"South";"2016-09-05 12:00:00";513;122;0;0
4319703577;"South";"2016-09-05 13:00:00";331;95;0;0
4319703577;"South";"2016-09-05 14:00:00";577;116;0;0
4319703577;"South";"2016-09-05 15:00:00";411;107;0;0
4319703577;"South";"2016-09-05 16:00:00";291;92;0;0
4319703577;"South";"2016-09-05 17:00:00";1218;152;0;0
4319703577;"South";"2016-09-05 18:00:00";1046;151;0;0
4319703577;"South";"2016-09-05 19:00:00";1993;189;0;0
4319703577;"South";"2016-09-05 20:00:00";745;116;0;0
4319703577;"South";"2016-09-05 21:00:00";107;76;0;0
4319703577;"South";"2016-09-05 22:00:00";211;91;0;0
4319703577;"South";"2016-09-05 23:00:00";13;64;0;0
4319703577;"South";"2016-10-05 00:00:00";6;62;0;0
4319703577;"South";"2016-10-05 01:00:00";0;61;0;0
4319703577;"South";"2016-10-05 02:00:00";0;61;0;0
4319703577;"South";"2016-10-05 03:00:00";6;63;0;0
4319703577;"South";"2016-10-05 04:00:00";0;61;0;0
4319703577;"South";"2016-10-05 05:00:00";8;62;0;0
4319703577;"South";"2016-10-05 06:00:00";6;62;0;0
4319703577;"South";"2016-10-05 07:00:00";151;83;0;0
4319703577;"South";"2016-10-05 08:00:00";25;65;0;0
4319703577;"South";"2016-10-05 09:00:00";170;74;0;0
4319703577;"South";"2016-10-05 10:00:00";1669;178;0;0
4319703577;"South";"2016-10-05 11:00:00";536;122;0;0
4319703577;"South";"2016-10-05 12:00:00";930;145;0;0
4319703577;"South";"2016-10-05 13:00:00";990;125;0;0
4319703577;"South";"2016-10-05 14:00:00";824;138;0;0
4319703577;"South";"2016-10-05 15:00:00";958;144;0;0
4319703577;"South";"2016-10-05 16:00:00";288;94;0;0
4319703577;"South";"2016-10-05 17:00:00";173;80;0;0
4319703577;"South";"2016-10-05 18:00:00";1092;137;0;0
4319703577;"South";"2016-10-05 19:00:00";1156;144;0;0
4319703577;"South";"2016-10-05 20:00:00";154;84;0;0
1503960366;"";"2016-12-04 02:00:00";151;59;0;0
1503960366;"";"2016-12-04 11:00:00";360;76;0;0
1503960366;"";"2016-12-04 13:00:00";221;66;0;0
1503960366;"";"2016-12-04 17:00:00";489;83;0;0
1503960366;"";"2016-12-04 21:00:00";684;100;0;0
1503960366;"";"2016-01-05 00:00:00";247;64;0;0
1503960366;"";"2016-01-05 01:00:00";59;60;0;0
1503960366;"";"2016-01-05 02:00:00";36;50;0;0
1503960366;"";"2016-01-05 05:00:00";0;48;0;0
1503960366;"";"2016-01-05 07:00:00";41;52;0;0
1503960366;"";"2016-01-05 08:00:00";94;56;0;0
1503960366;"";"2016-01-05 10:00:00";146;61;0;0
1503960366;"";"2016-01-05 17:00:00";1053;108;0;0
1503960366;"";"2016-01-05 21:00:00";363;86;0;0
1503960366;"";"2016-01-05 22:00:00";1552;127;0;0
1503960366;"";"2016-02-05 04:00:00";0;47;0;0
1503960366;"";"2016-02-05 05:00:00";0;47;0;0
1503960366;"";"2016-02-05 14:00:00";355;75;0;0
1503960366;"";"2016-02-05 17:00:00";340;73;0;0
1503960366;"";"2016-02-05 19:00:00";235;73;0;0
1503960366;"";"2016-03-05 07:00:00";23;51;0;0
1503960366;"";"2016-03-05 11:00:00";297;74;0;0
1503960366;"";"2016-03-05 13:00:00";309;83;0;0
1503960366;"";"2016-03-05 16:00:00";870;103;0;0
1503960366;"";"2016-03-05 22:00:00";2549;163;0;0
1503960366;"";"2016-04-05 04:00:00";0;47;0;0
1503960366;"";"2016-04-05 06:00:00";0;47;0;0
1503960366;"";"2016-04-05 15:00:00";138;65;0;0
1503960366;"";"2016-04-05 18:00:00";2041;145;0;0
1503960366;"";"2016-04-05 22:00:00";93;63;0;0
1503960366;"";"2016-06-05 08:00:00";146;63;0;0
1503960366;"";"2016-06-05 11:00:00";234;65;0;0
1503960366;"";"2016-06-05 14:00:00";535;83;0;0
1503960366;"";"2016-06-05 19:00:00";2500;172;0;0
1503960366;"";"2016-06-05 22:00:00";375;78;0;0
1503960366;"";"2016-07-05 01:00:00";0;48;0;0
1503960366;"";"2016-07-05 02:00:00";19;50;0;0
1503960366;"";"2016-07-05 07:00:00";0;47;0;0
1503960366;"";"2016-07-05 14:00:00";125;64;0;0
1503960366;"";"2016-07-05 15:00:00";318;65;0;0
1503960366;"";"2016-08-05 01:00:00";0;48;0;0
1503960366;"";"2016-08-05 02:00:00";0;47;0;0
1503960366;"";"2016-08-05 09:00:00";0;47;0;0
1503960366;"";"2016-08-05 10:00:00";0;47;0;0
1503960366;"";"2016-08-05 11:00:00";0;47;0;0
1503960366;"";"2016-09-05 02:00:00";0;47;0;0
1503960366;"";"2016-09-05 04:00:00";0;47;0;0
1503960366;"";"2016-09-05 05:00:00";14;49;0;0
1503960366;"";"2016-09-05 08:00:00";109;58;0;0
1503960366;"";"2016-09-05 11:00:00";477;74;0;0
1503960366;"";"2016-09-05 20:00:00";1325;117;0;0
1503960366;"";"2016-10-05 02:00:00";0;47;0;0
1503960366;"";"2016-10-05 04:00:00";0;47;0;0
1503960366;"";"2016-10-05 08:00:00";227;67;0;0
1503960366;"";"2016-10-05 09:00:00";1461;118;0;0
1503960366;"";"2016-10-05 11:00:00";988;102;0;0
1503960366;"";"2016-10-05 14:00:00";159;66;0;0
1503960366;"";"2016-10-05 18:00:00";2494;160;0;0
1503960366;"";"2016-10-05 19:00:00";1418;127;0;0
1503960366;"";"2016-10-05 20:00:00";2480;164;0;0
1503960366;"";"2016-10-05 23:00:00";29;53;0;0
1503960366;"";"2016-11-05 01:00:00";45;54;0;0
1503960366;"";"2016-11-05 02:00:00";73;54;0;0
1503960366;"";"2016-11-05 03:00:00";10;49;0;0
1503960366;"";"2016-11-05 07:00:00";47;53;0;0
1503960366;"";"2016-11-05 09:00:00";1914;144;0;0
1503960366;"";"2016-11-05 13:00:00";811;101;0;0
1503960366;"";"2016-11-05 17:00:00";245;67;0;0
1503960366;"";"2016-11-05 18:00:00";3449;208;0;0
1503960366;"";"2016-11-05 19:00:00";293;90;0;0
1503960366;"";"2016-11-05 20:00:00";1209;114;0;0
1624580081;"";"2016-12-04 00:00:00";31;55;0;0
1624580081;"";"2016-12-04 08:00:00";0;51;0;0
1624580081;"";"2016-12-04 23:00:00";174;70;0;0
1624580081;"";"2016-01-05 01:00:00";0;50;0;0
1624580081;"";"2016-01-05 06:00:00";2759;177;0;0
1624580081;"";"2016-01-05 15:00:00";0;51;0;0
1624580081;"";"2016-02-05 02:00:00";0;50;0;0
1624580081;"";"2016-02-05 04:00:00";0;50;0;0
1624580081;"";"2016-02-05 09:00:00";0;51;0;0
1624580081;"";"2016-02-05 11:00:00";1649;111;0;0
1624580081;"";"2016-02-05 14:00:00";0;53;0;0
1624580081;"";"2016-02-05 16:00:00";19;51;0;0
1624580081;"";"2016-02-05 19:00:00";3261;152;0;0
1624580081;"";"2016-02-05 20:00:00";50;57;0;0
1624580081;"";"2016-02-05 23:00:00";72;53;0;0
1624580081;"";"2016-03-05 02:00:00";0;50;0;0
1624580081;"";"2016-03-05 08:00:00";0;50;0;0
1624580081;"";"2016-03-05 20:00:00";0;51;0;0
1624580081;"";"2016-04-05 04:00:00";0;50;0;0
1624580081;"";"2016-04-05 06:00:00";45;55;0;0
1624580081;"";"2016-04-05 09:00:00";0;50;0;0
1624580081;"";"2016-04-05 11:00:00";341;86;0;0
1624580081;"";"2016-04-05 14:00:00";0;50;0;0
1624580081;"";"2016-04-05 20:00:00";106;62;0;0
1624580081;"";"2016-04-05 21:00:00";177;71;0;0
1624580081;"";"2016-06-05 00:00:00";151;59;0;0
1624580081;"";"2016-06-05 03:00:00";0;51;0;0
1624580081;"";"2016-06-05 05:00:00";0;50;0;0
1624580081;"";"2016-06-05 14:00:00";4;54;0;0
1624580081;"";"2016-06-05 17:00:00";5;51;0;0
1624580081;"";"2016-06-05 20:00:00";223;63;0;0
1624580081;"";"2016-06-05 21:00:00";136;62;0;0
1624580081;"";"2016-07-05 00:00:00";121;61;0;0
1624580081;"";"2016-07-05 07:00:00";0;51;0;0
1624580081;"";"2016-07-05 11:00:00";0;50;0;0
1624580081;"";"2016-07-05 20:00:00";50;58;0;0
1624580081;"";"2016-08-05 02:00:00";473;80;0;0
1624580081;"";"2016-08-05 03:00:00";52;56;0;0
1624580081;"";"2016-08-05 04:00:00";0;50;0;0
1624580081;"";"2016-08-05 07:00:00";0;52;0;0
1624580081;"";"2016-08-05 10:00:00";144;63;0;0
1624580081;"";"2016-08-05 13:00:00";82;55;0;0
1624580081;"";"2016-08-05 16:00:00";74;56;0;0
1624580081;"";"2016-08-05 20:00:00";230;68;0;0
1624580081;"";"2016-08-05 22:00:00";0;50;0;0
1624580081;"";"2016-09-05 03:00:00";0;50;0;0
1624580081;"";"2016-09-05 05:00:00";0;50;0;0
1624580081;"";"2016-09-05 06:00:00";0;51;0;0
1624580081;"";"2016-09-05 09:00:00";0;50;0;0
1624580081;"";"2016-09-05 15:00:00";73;55;0;0
1624580081;"";"2016-09-05 21:00:00";83;53;0;0
1624580081;"";"2016-09-05 23:00:00";11;53;0;0
1624580081;"";"2016-10-05 03:00:00";0;50;0;0
1624580081;"";"2016-10-05 05:00:00";0;50;0;0
1624580081;"";"2016-10-05 08:00:00";0;50;0;0
1624580081;"";"2016-10-05 14:00:00";338;64;0;0
1624580081;"";"2016-10-05 21:00:00";30;52;0;0
1624580081;"";"2016-10-05 22:00:00";84;54;0;0
1624580081;"";"2016-11-05 00:00:00";0;54;0;0
1624580081;"";"2016-11-05 03:00:00";0;51;0;0
1624580081;"";"2016-11-05 06:00:00";0;50;0;0
1624580081;"";"2016-11-05 15:00:00";664;69;0;0
1624580081;"";"2016-11-05 19:00:00";53;53;0;0
1624580081;"";"2016-12-05 00:00:00";24;54;0;0
1624580081;"";"2016-12-05 04:00:00";6;54;0;0
1624580081;"";"2016-12-05 07:00:00";0;50;0;0
1624580081;"";"2016-12-05 09:00:00";0;50;0;0
1624580081;"";"2016-12-05 13:00:00";300;83;0;0
1644430081;"";"2016-12-04 00:00:00";45;89;0;0
1644430081;"";"2016-12-04 11:00:00";107;121;0;0
1644430081;"";"2016-12-04 13:00:00";5;96;0;0
1644430081;"";"2016-12-04 20:00:00";1467;231;0;0
1644430081;"";"2016-12-04 21:00:00";2076;279;0;0
1644430081;"";"2016-12-04 22:00:00";1527;234;0;0
1644430081;"";"2016-12-04 23:00:00";10;87;0;0
1644430081;"West";"2016-01-05 10:00:00";0;84;0;0
1644430081;"West";"2016-01-05 12:00:00";375;129;0;0
1644430081;"West";"2016-01-05 16:00:00";1090;202;0;0
1644430081;"West";"2016-01-05 17:00:00";655;161;0;0
1644430081;"West";"2016-01-05 18:00:00";1013;189;0;0
1644430081;"West";"2016-01-05 20:00:00";368;139;0;0
1644430081;"West";"2016-01-05 22:00:00";0;84;0;0
1644430081;"South";"2016-02-05 03:00:00";0;84;0;0
1644430081;"South";"2016-02-05 09:00:00";0;84;0;0
1644430081;"South";"2016-02-05 11:00:00";404;132;0;0
1644430081;"South";"2016-02-05 13:00:00";21;98;0;0
1644430081;"South";"2016-02-05 15:00:00";95;112;0;0
1644430081;"South";"2016-02-05 18:00:00";685;171;0;0
1644430081;"North";"2016-03-05 03:00:00";0;84;0;0
1644430081;"North";"2016-03-05 10:00:00";466;149;0;0
1644430081;"North";"2016-03-05 13:00:00";431;146;0;0
1644430081;"North";"2016-03-05 14:00:00";40;101;0;0
1644430081;"East";"2016-04-05 01:00:00";0;84;0;0
1644430081;"East";"2016-04-05 02:00:00";0;84;0;0
1644430081;"East";"2016-04-05 12:00:00";127;96;0;0
1644430081;"East";"2016-04-05 16:00:00";0;84;0;0
1644430081;"East";"2016-04-05 19:00:00";0;84;0;0
1644430081;"East";"2016-04-05 23:00:00";0;84;0;0
1644430081;"West";"2016-06-05 05:00:00";4;92;0;0
1644430081;"West";"2016-06-05 10:00:00";126;116;0;0
1644430081;"West";"2016-06-05 15:00:00";1780;255;0;0
1644430081;"West";"2016-06-05 16:00:00";136;114;0;0
1644430081;"West";"2016-06-05 19:00:00";253;129;0;0
1644430081;"West";"2016-06-05 20:00:00";187;123;0;0
1644430081;"North";"2016-07-05 00:00:00";148;103;0;0
1644430081;"North";"2016-07-05 01:00:00";0;84;0;0
1644430081;"North";"2016-07-05 03:00:00";0;84;0;0
1644430081;"North";"2016-07-05 08:00:00";512;140;0;0
1644430081;"North";"2016-07-05 14:00:00";1599;225;0;0
1644430081;"North";"2016-07-05 15:00:00";773;171;0;0
1644430081;"North";"2016-07-05 16:00:00";1481;223;0;0
1644430081;"North";"2016-07-05 18:00:00";14;99;0;0
1644430081;"East";"2016-08-05 03:00:00";7;96;0;0
1644430081;"East";"2016-08-05 05:00:00";7;98;0;0
1644430081;"East";"2016-08-05 10:00:00";867;178;0;0
1644430081;"East";"2016-08-05 16:00:00";493;147;0;0
1644430081;"East";"2016-08-05 21:00:00";460;143;0;0
1644430081;"East";"2016-08-05 22:00:00";270;141;0;0
1644430081;"West";"2016-09-05 01:00:00";1;86;0;0
1644430081;"West";"2016-09-05 02:00:00";1;86;0;0
1644430081;"West";"2016-09-05 08:00:00";611;168;0;0
1644430081;"West";"2016-09-05 10:00:00";14;110;0;0
1644430081;"West";"2016-09-05 12:00:00";163;200;0;0
1644430081;"West";"2016-09-05 23:00:00";50;88;0;0
1644430081;"South";"2016-10-05 01:00:00";0;84;0;0
1644430081;"South";"2016-10-05 09:00:00";574;131;0;0
1644430081;"South";"2016-10-05 13:00:00";369;115;0;0
1644430081;"South";"2016-10-05 15:00:00";0;84;0;0
1644430081;"South";"2016-10-05 16:00:00";0;84;0;0
1644430081;"South";"2016-11-05 03:00:00";0;84;0;0
1844505072;"North";"2016-12-04 03:00:00";0;56;0;0
1844505072;"North";"2016-12-04 06:00:00";0;56;0;0
1844505072;"North";"2016-12-04 11:00:00";429;105;0;0
1844505072;"North";"2016-12-04 12:00:00";814;127;0;0
1844505072;"North";"2016-12-04 15:00:00";643;108;0;0
1844505072;"North";"2016-12-04 16:00:00";456;105;0;0
1844505072;"North";"2016-12-04 17:00:00";410;100;0;0
1844505072;"North";"2016-12-04 19:00:00";228;93;0;0
1844505072;"North";"2016-12-04 22:00:00";436;96;0;0
1844505072;"";"2016-01-05 00:00:00";1193;138;0;0
1844505072;"";"2016-01-05 02:00:00";773;117;0;0
1844505072;"";"2016-01-05 03:00:00";52;61;0;0
1844505072;"";"2016-01-05 04:00:00";0;56;0;0
1844505072;"";"2016-01-05 07:00:00";0;56;0;0
1844505072;"";"2016-01-05 11:00:00";0;56;0;0
1844505072;"";"2016-02-05 00:00:00";0;56;0;0
1844505072;"";"2016-02-05 06:00:00";0;56;0;0
1844505072;"";"2016-02-05 18:00:00";0;56;0;0
1844505072;"";"2016-02-05 21:00:00";0;56;0;0
1844505072;"";"2016-03-05 03:00:00";0;56;0;0
1844505072;"";"2016-03-05 05:00:00";0;56;0;0
1844505072;"";"2016-03-05 06:00:00";0;56;0;0
1844505072;"";"2016-03-05 09:00:00";0;56;0;0
1844505072;"";"2016-03-05 10:00:00";486;95;0;0
1844505072;"";"2016-03-05 12:00:00";361;97;0;0
1844505072;"";"2016-03-05 13:00:00";95;70;0;0
1844505072;"";"2016-03-05 16:00:00";37;60;0;0
1844505072;"";"2016-03-05 21:00:00";194;78;0;0
1844505072;"";"2016-04-05 01:00:00";0;56;0;0
1844505072;"";"2016-04-05 10:00:00";63;64;0;0
1844505072;"";"2016-04-05 11:00:00";720;117;0;0
1844505072;"";"2016-04-05 19:00:00";0;56;0;0
1844505072;"";"2016-06-05 00:00:00";0;56;0;0
1844505072;"";"2016-06-05 01:00:00";0;56;0;0
1844505072;"";"2016-06-05 05:00:00";0;56;0;0
1844505072;"";"2016-06-05 09:00:00";0;56;0;0
1844505072;"";"2016-06-05 10:00:00";0;56;0;0
1844505072;"";"2016-06-05 12:00:00";0;56;0;0
1844505072;"";"2016-06-05 13:00:00";0;56;0;0
1844505072;"";"2016-06-05 15:00:00";0;56;0;0
1844505072;"";"2016-06-05 17:00:00";0;56;0;0
1844505072;"";"2016-06-05 21:00:00";0;56;0;0
1844505072;"";"2016-06-05 22:00:00";0;56;0;0
1844505072;"";"2016-06-05 23:00:00";0;56;0;0
1844505072;"";"2016-07-05 02:00:00";0;56;0;0
1844505072;"";"2016-07-05 05:00:00";0;56;0;0
1844505072;"";"2016-07-05 06:00:00";0;56;0;0
1844505072;"";"2016-07-05 14:00:00";0;56;0;0
1844505072;"";"2016-07-05 19:00:00";0;56;0;0
1844505072;"";"2016-08-05 09:00:00";0;56;0;0
1844505072;"";"2016-08-05 18:00:00";0;56;0;0
1844505072;"";"2016-08-05 19:00:00";0;56;0;0
1844505072;"";"2016-09-05 01:00:00";0;56;0;0
1844505072;"";"2016-09-05 14:00:00";0;56;0;0
1844505072;"";"2016-09-05 19:00:00";0;56;0;0
1844505072;"";"2016-09-05 22:00:00";0;56;0;0
1844505072;"";"2016-10-05 02:00:00";0;56;0;0
1844505072;"";"2016-10-05 11:00:00";0;56;0;0
1844505072;"";"2016-10-05 13:00:00";0;56;0;0
1844505072;"";"2016-10-05 16:00:00";0;56;0;0
1844505072;"";"2016-10-05 17:00:00";0;56;0;0
1844505072;"";"2016-11-05 02:00:00";0;56;0;0
1844505072;"";"2016-11-05 06:00:00";0;56;0;0
1844505072;"";"2016-11-05 11:00:00";0;56;0;0
1844505072;"";"2016-11-05 15:00:00";0;56;0;0
1844505072;"";"2016-11-05 20:00:00";0;56;0;0
1844505072;"";"2016-12-05 02:00:00";0;56;0;0
1844505072;"";"2016-12-05 05:00:00";0;56;0;0
1844505072;"";"2016-12-05 06:00:00";0;56;0;0
1844505072;"";"2016-12-05 08:00:00";0;56;0;0
1927972279;"";"2016-12-04 00:00:00";0;85;0;0
1927972279;"";"2016-12-04 02:00:00";0;85;0;0
1927972279;"";"2016-12-04 03:00:00";0;84;0;0
1927972279;"";"2016-12-04 04:00:00";4;87;0;0
1927972279;"";"2016-12-04 14:00:00";169;111;0;0
1927972279;"";"2016-12-04 16:00:00";77;102;0;0
1927972279;"";"2016-12-04 23:00:00";45;93;0;0
1927972279;"";"2016-01-05 00:00:00";0;86;0;0
1927972279;"";"2016-01-05 05:00:00";0;86;0;0
1927972279;"";"2016-01-05 18:00:00";35;98;0;0
1927972279;"";"2016-01-05 19:00:00";190;120;0;0
1927972279;"";"2016-02-05 01:00:00";0;86;0;0
1927972279;"";"2016-02-05 08:00:00";0;86;0;0
1927972279;"";"2016-02-05 09:00:00";0;86;0;0
1927972279;"";"2016-02-05 10:00:00";0;86;0;0
1927972279;"";"2016-02-05 11:00:00";2109;265;0;0
1927972279;"";"2016-02-05 12:00:00";78;98;0;0
1927972279;"";"2016-02-05 13:00:00";25;89;0;0
1927972279;"";"2016-02-05 17:00:00";249;128;0;0
1927972279;"";"2016-02-05 18:00:00";207;127;0;0
1927972279;"";"2016-02-05 19:00:00";653;164;0;0
1927972279;"";"2016-03-05 01:00:00";0;86;0;0
1927972279;"";"2016-03-05 03:00:00";0;86;0;0
1927972279;"";"2016-03-05 04:00:00";0;86;0;0
1927972279;"";"2016-03-05 09:00:00";0;87;0;0
1927972279;"";"2016-03-05 10:00:00";74;101;0;0
1927972279;"";"2016-03-05 13:00:00";7;89;0;0
1927972279;"";"2016-03-05 18:00:00";0;86;0;0
1927972279;"";"2016-03-05 23:00:00";0;86;0;0
1927972279;"";"2016-04-05 01:00:00";0;86;0;0
1927972279;"";"2016-04-05 03:00:00";0;86;0;0
1927972279;"";"2016-04-05 04:00:00";0;86;0;0
1927972279;"";"2016-04-05 05:00:00";0;86;0;0
1927972279;"";"2016-04-05 06:00:00";0;86;0;0
1927972279;"";"2016-04-05 19:00:00";61;99;0;0
1927972279;"";"2016-04-05 20:00:00";101;101;0;0
1927972279;"";"2016-04-05 23:00:00";0;86;0;0
1927972279;"";"2016-06-05 03:00:00";0;86;0;0
1927972279;"";"2016-06-05 04:00:00";0;86;0;0
1927972279;"";"2016-06-05 08:00:00";0;86;0;0
1927972279;"";"2016-06-05 10:00:00";0;86;0;0
1927972279;"";"2016-06-05 11:00:00";0;86;0;0
1927972279;"";"2016-06-05 12:00:00";0;86;0;0
1927972279;"";"2016-06-05 14:00:00";0;86;0;0
1927972279;"";"2016-06-05 16:00:00";72;98;0;0
1927972279;"";"2016-06-05 18:00:00";181;131;0;0
1927972279;"";"2016-06-05 20:00:00";187;121;0;0
1927972279;"";"2016-06-05 21:00:00";98;109;0;0
1927972279;"";"2016-07-05 02:00:00";0;86;0;0
1927972279;"";"2016-07-05 17:00:00";0;86;0;0
1927972279;"";"2016-07-05 20:00:00";0;86;0;0
1927972279;"";"2016-07-05 21:00:00";0;86;0;0
1927972279;"";"2016-07-05 23:00:00";0;86;0;0
1927972279;"";"2016-08-05 12:00:00";0;86;0;0
1927972279;"";"2016-08-05 13:00:00";0;86;0;0
1927972279;"";"2016-08-05 16:00:00";0;86;0;0
1927972279;"";"2016-08-05 17:00:00";0;86;0;0
1927972279;"";"2016-09-05 00:00:00";0;86;0;0
1927972279;"";"2016-09-05 05:00:00";0;86;0;0
1927972279;"";"2016-09-05 13:00:00";0;86;0;0
1927972279;"";"2016-09-05 20:00:00";0;86;0;0
1927972279;"";"2016-10-05 00:00:00";0;86;0;0
1927972279;"";"2016-10-05 08:00:00";0;86;0;0
1927972279;"";"2016-10-05 16:00:00";0;86;0;0
1927972279;"";"2016-11-05 07:00:00";0;86;0;0
1927972279;"";"2016-11-05 10:00:00";0;86;0;0
1927972279;"";"2016-11-05 16:00:00";0;86;0;0
1927972279;"";"2016-11-05 17:00:00";0;86;0;0
1927972279;"";"2016-11-05 23:00:00";0;86;0;0
1927972279;"";"2016-12-05 08:00:00";0;86;0;0
1927972279;"";"2016-12-05 13:00:00";0;86;0;0
2022484408;"";"2016-12-04 08:00:00";334;99;0;0
2022484408;"";"2016-12-04 09:00:00";243;90;0;0
2022484408;"";"2016-12-04 16:00:00";539;112;0;0
2022484408;"";"2016-12-04 22:00:00";0;62;0;0
2022484408;"East";"2016-01-05 10:00:00";3757;292;0;0
2022484408;"West";"2016-02-05 00:00:00";0;62;0;0
2022484408;"West";"2016-02-05 02:00:00";0;62;0;0
2022484408;"West";"2016-02-05 05:00:00";0;62;0;0
2022484408;"West";"2016-02-05 08:00:00";385;104;0;0
2022484408;"West";"2016-02-05 09:00:00";1116;183;0;0
2022484408;"West";"2016-02-05 12:00:00";805;146;0;0
2022484408;"West";"2016-02-05 18:00:00";271;113;0;0
2022484408;"West";"2016-02-05 23:00:00";0;62;0;0
2022484408;"South";"2016-03-05 02:00:00";0;62;0;0
2022484408;"South";"2016-03-05 05:00:00";0;62;0;0
2022484408;"South";"2016-03-05 10:00:00";2451;388;0;0
2022484408;"North";"2016-04-05 04:00:00";0;62;0;0
2022484408;"North";"2016-04-05 10:00:00";944;233;0;0
2022484408;"North";"2016-04-05 11:00:00";602;134;0;0
2022484408;"North";"2016-04-05 21:00:00";0;62;0;0
2022484408;"North";"2016-06-05 12:00:00";226;94;0;0
2022484408;"North";"2016-06-05 22:00:00";0;62;0;0
2022484408;"West";"2016-07-05 03:00:00";0;62;0;0
2022484408;"West";"2016-07-05 15:00:00";0;62;0;0
2022484408;"West";"2016-07-05 19:00:00";740;122;0;0
2022484408;"West";"2016-07-05 20:00:00";382;96;0;0
2022484408;"West";"2016-07-05 22:00:00";0;62;0;0
2022484408;"South";"2016-08-05 02:00:00";0;62;0;0
2022484408;"South";"2016-08-05 05:00:00";0;62;0;0
2022484408;"South";"2016-08-05 13:00:00";457;104;0;0
2022484408;"South";"2016-08-05 17:00:00";0;62;0;0
2022484408;"South";"2016-08-05 18:00:00";0;62;0;0
2022484408;"South";"2016-08-05 22:00:00";0;62;0;0
2022484408;"North";"2016-09-05 01:00:00";0;62;0;0
2022484408;"North";"2016-09-05 09:00:00";1516;202;0;0
2022484408;"North";"2016-09-05 10:00:00";2174;288;0;0
2022484408;"North";"2016-09-05 12:00:00";325;110;0;0
2022484408;"North";"2016-09-05 13:00:00";165;82;0;0
2022484408;"North";"2016-09-05 23:00:00";0;62;0;0
2022484408;"East";"2016-10-05 01:00:00";0;62;0;0
2022484408;"East";"2016-10-05 06:00:00";0;62;0;0
2022484408;"East";"2016-10-05 11:00:00";1536;275;0;0
2022484408;"East";"2016-10-05 16:00:00";386;102;0;0
2022484408;"East";"2016-10-05 19:00:00";588;131;0;0
2022484408;"East";"2016-11-05 00:00:00";0;62;0;0
2022484408;"East";"2016-11-05 01:00:00";0;62;0;0
2022484408;"East";"2016-11-05 04:00:00";0;62;0;0
2022484408;"East";"2016-11-05 07:00:00";0;62;0;0
2022484408;"East";"2016-11-05 09:00:00";38;67;0;0
2022484408;"East";"2016-11-05 12:00:00";607;123;0;0
2022484408;"East";"2016-11-05 21:00:00";0;62;0;0
2022484408;"East";"2016-11-05 22:00:00";0;62;0;0
2022484408;"West";"2016-12-05 10:00:00";2689;246;0;0
2022484408;"West";"2016-12-05 11:00:00";378;104;0;0
2022484408;"West";"2016-12-05 12:00:00";507;111;0;0
2026352035;"North";"2016-12-04 01:00:00";0;47;0;0
2026352035;"North";"2016-12-04 03:00:00";0;47;0;0
2026352035;"North";"2016-12-04 07:00:00";225;69;0;0
2026352035;"North";"2016-12-04 08:00:00";154;60;0;0
2026352035;"North";"2016-12-04 10:00:00";73;60;0;0
2026352035;"North";"2016-12-04 17:00:00";288;69;0;0
2026352035;"North";"2016-12-04 22:00:00";0;47;0;0
2026352035;"East";"2016-01-05 05:00:00";0;47;0;0
2026352035;"East";"2016-01-05 10:00:00";1116;113;0;0
2026352035;"West";"2016-02-05 02:00:00";0;47;0;0
2026352035;"West";"2016-02-05 08:00:00";65;58;0;0
2026352035;"West";"2016-02-05 10:00:00";136;61;0;0
2026352035;"West";"2016-02-05 17:00:00";779;104;0;0
2026352035;"West";"2016-02-05 20:00:00";448;92;0;0
2026352035;"West";"2016-03-05 00:00:00";0;47;0;0
2026352035;"West";"2016-03-05 06:00:00";0;47;0;0
2026352035;"West";"2016-03-05 11:00:00";381;75;0;0
2026352035;"West";"2016-03-05 14:00:00";758;98;0;0
2026352035;"West";"2016-03-05 23:00:00";16;48;0;0
